id,vendor_name,vendor_code,invoice_number,invoice_date,due_date,amount,paid_amount,balance,category,payment_terms,status,currency,description,created_at
935,Allianz Global Corporate & Specialty,V-ALL825,AP-70935,2024-07-09,2024-08-23,1020485.64,15261.88,1005223.76,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2024-07-09 11:30:00
936,Delta TechOps,V-DEL976,AP-70936,2024-07-09,2024-08-08,2430037.57,1026082.6,1403954.97,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2024-07-09 11:30:00
937,Swissport Fueling,V-SWI553,AP-70937,2024-07-09,2024-07-24,2000955.0,440887.01,1560067.99,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2024-07-09 11:30:00
938,Chevron Aviation,V-CHE958,AP-70938,2024-07-10,2024-07-25,1783135.19,32237.35,1750897.84,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-07-10 11:30:00
939,SITA,V-SIT591,AP-70939,2024-07-10,2024-08-09,527734.82,1347.06,526387.76,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2024-07-10 11:30:00
940,Travelport,V-TRA903,AP-70940,2024-07-10,2024-08-09,1063103.19,327176.74,735926.45,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2024-07-10 11:30:00
941,Chevron Aviation,V-CHE958,AP-70941,2024-07-13,2024-07-28,7867293.2,414422.96,7452870.24,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-07-13 11:30:00
942,Gate Gourmet,V-GAT696,AP-70942,2024-07-13,2024-08-12,1606525.44,239847.27,1366678.17,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2024-07-13 11:30:00
943,SITA,V-SIT591,AP-70943,2024-07-13,2024-08-12,634989.77,27612.5,607377.27,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2024-07-13 11:30:00
944,SMBC Aviation Capital,V-SMB239,AP-70944,2024-07-14,2024-08-13,4295071.65,1366909.86,2928161.79,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2024-07-14 11:30:00
945,World Fuel Services,V-WOR909,AP-70945,2024-07-15,2024-07-30,8537301.65,1930186.76,6607114.89,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-07-15 11:30:00
946,Chevron Aviation,V-CHE958,AP-70946,2024-07-16,2024-07-31,13273606.54,3227867.44,10045739.1,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-07-16 11:30:00
947,Marsh Aviation,V-MAR666,AP-70947,2024-07-16,2024-08-30,980441.5,41741.99,938699.51,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2024-07-16 11:30:00
948,Visa Merchant Services,V-VIS840,AP-70948,2024-07-16,2024-08-15,779146.91,144524.84,634622.07,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2024-07-16 11:30:00
949,AAR Corp,V-AAR941,AP-70949,2024-07-17,2024-08-16,2492008.13,729687.97,1762320.16,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2024-07-17 11:30:00
950,Swissport Fueling,V-SWI553,AP-70950,2024-07-17,2024-08-01,1776272.69,459885.78,1316386.91,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2024-07-17 11:30:00
951,AerCap,V-AER832,AP-70951,2024-07-18,2024-08-17,3808097.4,892388.02,2915709.38,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2024-07-18 11:30:00
952,Marsh Aviation,V-MAR666,AP-70952,2024-07-18,2024-09-01,826567.98,165233.47,661334.51,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2024-07-18 11:30:00
953,ConEdison,V-CON551,AP-70953,2024-07-19,2024-08-18,430287.31,156937.94,273349.37,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2024-07-19 11:30:00
954,Menzies Aviation,V-MEN381,AP-70954,2024-07-19,2024-08-03,2097582.85,138404.01,1959178.84,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2024-07-19 11:30:00
955,Chevron Aviation,V-CHE958,AP-70955,2024-07-20,2024-08-04,7820061.83,2955767.55,4864294.28,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-07-20 11:30:00
956,AT&T Business,V-ATT865,AP-70956,2024-07-22,2024-08-21,530117.41,63706.25,466411.16,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2024-07-22 11:30:00
957,Chevron Aviation,V-CHE958,AP-70957,2024-07-22,2024-08-06,10786880.47,1343192.7,9443687.77,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-07-22 11:30:00
958,Marsh Aviation,V-MAR666,AP-70958,2024-07-22,2024-09-05,970627.95,408581.94,562046.01,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2024-07-22 11:30:00
959,Travelport,V-TRA903,AP-70959,2024-07-22,2024-08-21,1194405.49,510905.12,683500.37,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2024-07-22 11:30:00
960,World Fuel Services,V-WOR909,AP-70960,2024-07-22,2024-08-06,3425300.99,584015.98,2841285.01,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-07-22 11:30:00
961,Marsh Aviation,V-MAR666,AP-70961,2024-07-25,2024-09-08,990482.27,48370.15,942112.12,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2024-07-25 11:30:00
962,AAR Corp,V-AAR941,AP-70962,2024-07-26,2024-08-25,2733155.99,262280.61,2470875.38,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2024-07-26 11:30:00
963,Allianz Global Corporate & Specialty,V-ALL825,AP-70963,2024-07-26,2024-09-09,982186.89,313310.52,668876.37,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2024-07-26 11:30:00
964,LSG Sky Chefs,V-LSG959,AP-70964,2024-07-26,2024-08-25,1618524.52,655401.89,963122.63,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2024-07-26 11:30:00
965,ConEdison,V-CON551,AP-70965,2024-07-27,2024-08-26,439882.2,134998.78,304883.42,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2024-07-27 11:30:00
966,Swissport,V-SWI574,AP-70966,2024-07-27,2024-08-11,1146229.3,142126.75,1004102.55,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Swissport,2024-07-27 11:30:00
967,SITA,V-SIT591,AP-70967,2024-07-28,2024-08-27,477689.63,16480.46,461209.17,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2024-07-28 11:30:00
968,dnata Catering,V-DNA350,AP-70968,2024-07-29,2024-08-28,1394155.38,141862.23,1252293.15,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2024-07-29 11:30:00
969,Chevron Aviation,V-CHE958,AP-70969,2024-07-30,2024-08-14,6148527.53,2671840.37,3476687.16,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-07-30 11:30:00
970,SITA,V-SIT591,AP-70970,2024-07-30,2024-08-29,520381.7,212324.56,308057.14,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2024-07-30 11:30:00
971,Dallas/Fort Worth DFW,V-DAL794,AP-70971,2024-07-31,2024-08-15,2551471.65,803341.78,1748129.87,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Dallas/Fort Worth DFW,2024-07-31 11:30:00
972,JLL,V-JLL158,AP-70972,2024-07-31,2024-08-30,400493.91,171331.08,229162.83,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2024-07-31 11:30:00
973,Chicago ORD,V-CHI855,AP-70973,2024-08-01,2024-08-16,2184722.62,685636.0,1499086.62,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Chicago ORD,2024-08-01 11:30:00
974,Allianz Global Corporate & Specialty,V-ALL825,AP-70974,2024-08-02,2024-09-16,957782.72,339693.81,618088.91,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2024-08-02 11:30:00
975,SMBC Aviation Capital,V-SMB239,AP-70975,2024-08-02,2024-09-01,4084670.57,549892.07,3534778.5,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2024-08-02 11:30:00
976,Avolon,V-AVO530,AP-70976,2024-08-03,2024-09-02,3769000.84,230969.72,3538031.12,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2024-08-03 11:30:00
977,Swissport Fueling,V-SWI553,AP-70977,2024-08-03,2024-08-18,1756912.34,6669.01,1750243.33,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2024-08-03 11:30:00
978,AT&T Business,V-ATT865,AP-70978,2024-08-04,2024-09-03,622840.26,267108.51,355731.75,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2024-08-04 11:30:00
979,ConEdison,V-CON551,AP-70979,2024-08-05,2024-09-04,262198.8,95606.58,166592.22,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2024-08-05 11:30:00
980,World Fuel Services,V-WOR909,AP-70980,2024-08-05,2024-08-20,12198019.05,1052089.04,11145930.01,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-08-05 11:30:00
981,American Express Merchant,V-AME382,AP-70981,2024-08-06,2024-09-05,612981.55,82554.95,530426.6,Distribution,Net 30,Overdue,USD,Distribution services from American Express Merchant,2024-08-06 11:30:00
982,Dallas/Fort Worth DFW,V-DAL794,AP-70982,2024-08-06,2024-08-21,2270404.27,920196.05,1350208.22,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Dallas/Fort Worth DFW,2024-08-06 11:30:00
983,dnata,V-DNA868,AP-70983,2024-08-06,2024-08-21,875258.78,113972.94,761285.84,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2024-08-06 11:30:00
984,Chevron Aviation,V-CHE958,AP-70984,2024-08-07,2024-08-22,2952933.81,932110.07,2020823.74,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-08-07 11:30:00
985,SITA,V-SIT591,AP-70985,2024-08-07,2024-09-06,565718.64,162778.46,402940.18,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2024-08-07 11:30:00
986,Travelport,V-TRA903,AP-70986,2024-08-08,2024-09-07,1082155.12,383574.27,698580.85,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2024-08-08 11:30:00
987,Allianz Global Corporate & Specialty,V-ALL825,AP-70987,2024-08-09,2024-09-23,961371.11,101969.23,859401.88,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2024-08-09 11:30:00
988,JLL,V-JLL158,AP-70988,2024-08-09,2024-09-08,381760.09,26252.19,355507.9,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2024-08-09 11:30:00
989,Avolon,V-AVO530,AP-70989,2024-08-10,2024-09-09,3842897.63,740912.75,3101984.88,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2024-08-10 11:30:00
990,Marsh Aviation,V-MAR666,AP-70990,2024-08-11,2024-09-25,835427.85,371114.59,464313.26,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2024-08-11 11:30:00
991,Sabre Travel Network,V-SAB834,AP-70991,2024-08-12,2024-09-11,1219304.98,488461.62,730843.36,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2024-08-12 11:30:00
992,Swissport Fueling,V-SWI553,AP-70992,2024-08-12,2024-08-27,1909710.71,613556.5,1296154.21,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2024-08-12 11:30:00
993,Visa Merchant Services,V-VIS840,AP-70993,2024-08-12,2024-09-11,732832.71,32726.6,700106.11,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2024-08-12 11:30:00
994,World Fuel Services,V-WOR909,AP-70994,2024-08-12,2024-08-27,605703.06,232712.21,372990.85,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-08-12 11:30:00
995,AIG Aviation,V-AIG150,AP-70995,2024-08-13,2024-09-27,968557.07,409621.42,558935.65,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2024-08-13 11:30:00
996,AT&T Business,V-ATT865,AP-70996,2024-08-13,2024-09-12,366396.34,145451.11,220945.23,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2024-08-13 11:30:00
997,Denver DEN,V-DEN420,AP-70997,2024-08-13,2024-08-28,2272552.59,706439.76,1566112.83,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2024-08-13 11:30:00
998,World Fuel Services,V-WOR909,AP-70998,2024-08-13,2024-08-28,8414578.25,1517795.98,6896782.27,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-08-13 11:30:00
999,Chevron Aviation,V-CHE958,AP-70999,2024-08-14,2024-08-29,4369280.84,8349.26,4360931.58,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-08-14 11:30:00
1000,Mastercard Merchant Services,V-MAS103,AP-71000,2024-08-14,2024-09-13,686193.49,300245.53,385947.96,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2024-08-14 11:30:00
1001,dnata,V-DNA868,AP-71001,2024-08-14,2024-08-29,897424.39,102560.5,794863.89,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2024-08-14 11:30:00
1002,World Fuel Services,V-WOR909,AP-71002,2024-08-15,2024-08-30,13318175.56,2994777.31,10323398.25,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-08-15 11:30:00
1003,dnata,V-DNA868,AP-71003,2024-08-15,2024-08-30,1028648.96,198272.31,830376.65,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2024-08-15 11:30:00
1004,dnata Catering,V-DNA350,AP-71004,2024-08-15,2024-09-14,1547298.72,550683.97,996614.75,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2024-08-15 11:30:00
1005,AerCap,V-AER832,AP-71005,2024-08-16,2024-09-15,4080808.03,63557.79,4017250.24,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2024-08-16 11:30:00
1006,AIG Aviation,V-AIG150,AP-71006,2024-08-17,2024-10-01,969111.24,260778.36,708332.88,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2024-08-17 11:30:00
1007,Chevron Aviation,V-CHE958,AP-71007,2024-08-17,2024-09-01,9416993.44,3792184.62,5624808.82,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-08-17 11:30:00
1008,World Fuel Services,V-WOR909,AP-71008,2024-08-17,2024-09-01,5753398.78,233107.7,5520291.08,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-08-17 11:30:00
1009,AIG Aviation,V-AIG150,AP-71009,2024-08-18,2024-10-02,899322.11,205026.25,694295.86,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2024-08-18 11:30:00
1010,SMBC Aviation Capital,V-SMB239,AP-71010,2024-08-19,2024-09-18,3359496.11,1345479.19,2014016.92,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2024-08-19 11:30:00
1011,Chevron Aviation,V-CHE958,AP-71011,2024-08-20,2024-09-04,1883310.81,619307.02,1264003.79,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-08-20 11:30:00
1012,Delta TechOps,V-DEL976,AP-71012,2024-08-20,2024-09-19,2159400.8,603843.25,1555557.55,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2024-08-20 11:30:00
1013,LSG Sky Chefs,V-LSG959,AP-71013,2024-08-20,2024-09-19,1342145.05,369047.85,973097.2,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2024-08-20 11:30:00
1014,dnata,V-DNA868,AP-71014,2024-08-20,2024-09-04,869169.28,10278.79,858890.49,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2024-08-20 11:30:00
1015,Denver DEN,V-DEN420,AP-71015,2024-08-21,2024-09-05,2251535.54,463842.09,1787693.45,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2024-08-21 11:30:00
1016,Microsoft,V-MIC938,AP-71016,2024-08-21,2024-09-20,504135.16,22565.68,481569.48,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2024-08-21 11:30:00
1017,dnata Catering,V-DNA350,AP-71017,2024-08-21,2024-09-20,1278021.55,192268.2,1085753.35,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2024-08-21 11:30:00
1018,Delta TechOps,V-DEL976,AP-71018,2024-08-23,2024-09-22,2676974.43,799551.59,1877422.84,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2024-08-23 11:30:00
1019,Chevron Aviation,V-CHE958,AP-71019,2024-08-24,2024-09-08,7512580.28,1277982.93,6234597.35,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-08-24 11:30:00
1020,Los Angeles LAX,V-LOS944,AP-71020,2024-08-24,2024-09-08,2478788.93,231253.53,2247535.4,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2024-08-24 11:30:00
1021,AT&T Business,V-ATT865,AP-71021,2024-08-25,2024-09-24,489309.15,53756.49,435552.66,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2024-08-25 11:30:00
1022,Visa Merchant Services,V-VIS840,AP-71022,2024-08-25,2024-09-24,855055.67,206146.63,648909.04,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2024-08-25 11:30:00
1023,CBRE,V-CBR654,AP-71023,2024-08-26,2024-09-25,302796.15,92862.26,209933.89,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2024-08-26 11:30:00
1024,Menzies Aviation,V-MEN381,AP-71024,2024-08-26,2024-09-10,1459028.99,597214.36,861814.63,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2024-08-26 11:30:00
1025,World Fuel Services,V-WOR909,AP-71025,2024-08-26,2024-09-10,669484.68,177873.91,491610.77,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-08-26 11:30:00
1026,GE Aerospace Services,V-GEA951,AP-71026,2024-08-27,2024-09-26,1526728.31,351508.81,1175219.5,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2024-08-27 11:30:00
1027,Lufthansa Technik,V-LUF443,AP-71027,2024-08-27,2024-09-26,2138579.95,914961.28,1223618.67,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2024-08-27 11:30:00
1028,Chevron Aviation,V-CHE958,AP-71028,2024-08-28,2024-09-12,9431584.97,1946971.86,7484613.11,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-08-28 11:30:00
1029,SITA,V-SIT591,AP-71029,2024-08-28,2024-09-27,419015.03,102683.69,316331.34,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2024-08-28 11:30:00
1030,Amadeus,V-AMA488,AP-71030,2024-08-29,2024-09-28,1173545.64,481208.9,692336.74,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2024-08-29 11:30:00
1031,Gate Gourmet,V-GAT696,AP-71031,2024-08-29,2024-09-28,1277102.36,1186.38,1275915.98,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2024-08-29 11:30:00
1032,American Express Merchant,V-AME382,AP-71032,2024-08-30,2024-09-29,804748.78,11972.16,792776.62,Distribution,Net 30,Overdue,USD,Distribution services from American Express Merchant,2024-08-30 11:30:00
1033,World Fuel Services,V-WOR909,AP-71033,2024-08-31,2024-09-15,364964.55,22926.12,342038.43,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2024-08-31 11:30:00
1034,Rolls-Royce TotalCare,V-ROL451,AP-71034,2024-09-01,2024-10-01,1714309.63,273606.57,1440703.06,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2024-09-01 11:30:00
1035,AAR Corp,V-AAR941,AP-71035,2024-09-02,2024-10-02,1973674.72,32806.5,1940868.22,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2024-09-02 11:30:00
1036,Rolls-Royce TotalCare,V-ROL451,AP-71036,2024-09-02,2024-10-02,1346282.39,169055.58,1177226.81,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2024-09-02 11:30:00
1037,Marsh Aviation,V-MAR666,AP-71037,2024-09-03,2024-10-18,721069.03,30033.33,691035.7,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2024-09-03 11:30:00
1038,Menzies Aviation,V-MEN381,AP-71038,2024-09-06,2024-09-21,1588351.41,496968.23,1091383.18,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2024-09-06 11:30:00
1039,AerCap,V-AER832,AP-71039,2024-09-07,2024-10-07,3063849.36,328580.54,2735268.82,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2024-09-07 11:30:00
1040,Chevron Aviation,V-CHE958,AP-71040,2024-09-07,2024-09-22,3506482.37,566136.5,2940345.87,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2024-09-07 11:30:00
1041,Sabre Travel Network,V-SAB834,AP-71041,2024-09-07,2024-10-07,959207.0,395851.22,563355.78,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2024-09-07 11:30:00
1042,Swissport Fueling,V-SWI553,AP-71042,2024-09-08,2024-09-23,1656818.12,302064.88,1354753.24,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2024-09-08 11:30:00
